ulasan,rating,sentimen
Jelek sekali apk ni masak gk ada film yg ada di idlix bagusan idlix lagi hapus aja Netflix nya,1,negatif
Netflix ko sekarang susah loginbsih tolong perbaiki,1,negatif
Netflix klo buat film jangan hina agama orang lah,1,negatif
Kenapa series vampire diaries cuma season 1 doank ya,1,negatif
Aplikasi ga jelas,1,negatif
Bagus,5,positif
Ksih bintang 3 dlu entar bru tambah bintangx jd 5 klo bgus,3,negatif
Matap,5,positif
Bagus,5,positif
I can watch My favorite anime thanks Netflix,5,positif
ok,5,positif
Good aplikasi,5,positif
❤,5,positif
Ok,4,positif
Lanjut,5,positif
"Kok saya mau login gak mau yh udh berkali"" Lo tapi tetep aja GK mau hampir selesai gitu"" aj",1,negatif
Aplikasi GK jls,1,negatif
Bagus kualitas gmbarnya..tapi Sedot Kuota Besar banget😓🤦,1,negatif
gabisa log in. bayar untuk berlangganan susah,1,negatif
Wow,5,positif
Jual netflix private 25 shared 100 ribu pembayaran via dana follow ig. Rum.flix,5,positif
"Sangat bagus aplikasinya, dan film-filmnya inspiratif",5,positif
App streaming film terlengkap dan terbaik,5,positif
Terima kasih netflix sudah menyediakan film2 yang terbaru/yang sudah lama jika ketinggalan dibioskop tinggal buka aplikasi netflix aja udah ada filmnya . Thnkyuuu,5,positif
Semoga app nya bagusss♡ aku baru download,5,positif
Harus bayar jir,1,negatif
apk penipuan,1,negatif
"Parah si sumpah,entah Mao nya apa Di suruh daftar pake email Gw masukin email sama kata sandi semua dah bener,eh malah di kata salah Ama nih aplikasi Akhir nya gw coba make nomer telfon tetep aja di kata salah,di coba di hp Laen tetep aja kaga bisa aneh emang nih. Tolong dong klarifikasi nya segera!!!",1,negatif
susah bet buat akun dong aplikasi hma,1,negatif
GK bisa login,1,negatif
Apk cacat mending unistal aj,1,negatif
"Senang menonton Netflix, lengkap film nya.",5,positif
Tolong metode pembayaran nya ditambah.....,1,negatif
Gak bisa dihapus tolol,1,negatif
"Ndak bisa dibuka, ribet.",3,negatif
i like,5,positif
"filmnya gak komplit, masa game of thornes aja gaada",1,negatif
Hai developer Saya ingin langganan Netflix tapi kenapa saat sudah pada tahap akhir proses nya lama sekali? Alias lemot banget. Padahal udah pengen cepet-cepet nonton ?,2,negatif
Gabisa login ya ampun,1,negatif
Uged,5,positif
Aplikasi yang sangat fantastis,5,positif
"Bagus sih banyak filmnya, cuman entah kenapa kek gaada yg baru2, masuk netflix kek film2 lokal itu banyak gaada di netflix",3,negatif
Udah berlangganan malah layanan tidak dapat di jangkau. Aplikasi penipu,1,negatif
Kerenn keren bbgt filmnyaaa,5,positif
Jelek aplikasi bikin jengkel aja,1,negatif
Udah di instal tapi gak bisa dibuka...,1,negatif
Keren,5,positif
Sangatlah penting untuk mengetahui harga produk promo mobil diluar negeri,5,positif
qparah co lafadz allah kau mainkan sungguh kau kafir,1,negatif
Lu kayak ajg min asal sedot dana gw ajg,1,negatif
🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈gay kntl,2,negatif
Bintang 3 aja dulu,3,negatif
😘ᕦ( ͡° ͜ʖ ͡°)ᕤᕦ( ͡° ͜ʖ ͡°)ᕤ（Ω Д Ω）,4,positif
Kok ga bisa di buka ya?,1,negatif
Bagus,5,positif
Anj login nya ribet,1,negatif
Saye tk dapat masuk pun susah betol lah aplikasi niii,1,negatif
BERMANFAAT,5,positif
Good,5,positif
Kudet bet sumpah nyesel Gua beli Netflix,1,negatif
"Ketika saya membuka aplikasi ini, kenapa muncul notif ""Maaf, Kami tidak dapat menjangkau layanan Netflix. Coba lagi nanti .(-14). Kenapa ya?",1,negatif
G bs d buka,1,negatif
GK Bsa masuk ke aplikasinya,1,negatif
Mantul,5,positif
Ini gimana si udh dftr tp gbsa kebuka juga???!!!!,1,negatif
Sayang kuota nya masih pakai kuota reguler bukan multimedia,5,positif
Bagus,5,positif
Boro_boro login kebuka aja engga 😒,1,negatif
"Sediain byr via shope/ova/pulsa dong ka:(,aku mau bli jdi susah gr'g ada debit:(",1,negatif
"Ini gimana ya cara daftar ny bikin bingung :/ ,, tapi saya agak puas lihat apk ini",3,negatif
Oke,5,positif
Variasi tayangan cukup bagus.. Hollywood Korean China Jepang Anime dan lokal ada semua. Cuman update filmnya yg kurang cepat.,4,positif
Ternyata bayar 😭😭😭,1,negatif
Saya tidak bisa membuka Netflix di smart tv Polytron saya,1,negatif
Good,5,positif
Netflix yang terbaiklah,5,positif
Nice,5,positif
Jelek,1,negatif
Mantapppp,5,positif
kren ni elite clas,5,positif
👍👍👍,5,positif
Jelek aplikasinya harus bayar dlu padahal ada kuotanya Ga ada blasan dri netflix trus buat apa gunA kuota netflix,1,negatif
Jangan download kalo pada gak punya kartu kredit,5,positif
Please netflix bnykn film anime dr studio ghibli,5,positif
Bagus aplikasinya,5,positif
Good,4,positif
Good,5,positif
Aplikasi lama-lama ga jelas sudah menggunakn email susah maduk,1,negatif
Sangat baik,5,positif
Pembayarannya RIBET harus pakai kartu kredit 😪😪😪,2,negatif
Gk bisa,1,negatif
"Cara nontonnya hrus login terus isi pake kartu apa gtu, sedangkan gw baru umur 16th. Tolol",1,negatif
Bagus,5,positif
Good,5,positif
"Kurang memuaskan karna tidak bisa masuk, karna harus di tarik biaya dulu, bagaimana kalok yang tidak mempunyai dana",1,negatif
Aplikasi pelit anjg,1,negatif
Oke,5,positif
Filmnya bagus2,5,positif
Puas banget sama Netflix,5,positif
"yang ga punya kartu kredit, buat aja akun jenius dari bank BTPN",5,positif
Aku kasih 1 dlu ya pas mau login pakek akun google pasti gk bisa padahal sandi nya bener sama email nya?? Aku udh coba berkali kali tetap gk bisa mohon di perbaiki lagi,1,negatif
Lumayan,5,positif
Sering error tidak bisa dibuka di samsung smart TV,1,negatif
Ok,5,positif
Semoga lancar,5,positif
"Jelek,tidak ada free untuk coba",1,negatif
Puas banget,5,positif
Percuma download. Kagak bisa kebuka.!,1,negatif
Netplik mantep bat da ah!,5,positif
Trima kasih atas ada nya.mengistal lwat netflik sangat memuaskan dan irit.hasil ok banget....,5,positif
bagus,5,positif
Good,5,positif
"uy! gak ada kata terlambat walau dihidup ini, umur 22 tahun bulan juli kmrn baru langganan netflix hh3. Aku juga udh beli saham nya, jadi sekaligus bisa dapet profit selain menikmati semua film/serial yg ada di dalam nya hh3",5,positif
Bagus,5,positif
payah harus bayar,1,negatif
Blm tau,4,positif
"Gak semua orang punya kartu debit, semoga pembayarannya bisa pakek yang lain",1,negatif
Masaa harus bayar anjccc,1,negatif
to make subscriptions cheaper again,5,positif
Buruk,1,negatif
Aplikasi terkontol sepanjang masa✌️,1,negatif
"Tolong dong untuk pembayaran dinetflix, sediakan pembayaran menggunakan pulsa atau yang lainnya. Agar bisa memudahkan bagi para pengguna yg tidak mempunyai kartu kredit.",3,negatif
gk bisa masuk kecuali bayar atau memberikan mereka akses langsung menuju kartu kredit /debit mu,1,negatif
Sangat baik🙏,5,positif
Mau dftr member knp gak bisa? Tulisan kartu tdk diterima di negara ini. Mohon bntuan,1,negatif
"Dear Netflix, please tambahin fitur perbesar dan kecilin subtitle. Biar lebih ramah ke mata yang sudah mulai tua ini seperti aplikasi tetangga. Biar bisa nonton di hp lagi. Sekarang cuman bisa di TV. Terima kasih!",5,positif
Tak berguna,1,negatif
Bagus,5,positif
Gak bisa daftar,1,negatif
Ngentoqq,1,negatif
Request anime one piece dan detective conan dong baik itu serial maupun movie nya,5,positif
"Kebodohan, lafad allah di simpan di lantai oleh filem masih aja di tayangkan.berani2 nya menindas,menginjak2 Allah Tuhan umat muslim!!!",1,negatif
Menyulitkan bagi kami yang gak punya kartu kredit,1,negatif
Knp saya buka malah keluar apk nya ya? Tolong di perbaiki lagi 🙏,4,positif
"Please check the frame drop problem when using device infinix note 30, the frame for the video while playing on the best setting video is dropping. The video sometime looks like stuttering, please fix this thanks.",2,negatif
Kalo saya nengok itu kok film Korea semua sihh,1,negatif
Apakah film nya bisa di download?,5,positif
new try,2,negatif
Ok,5,positif
Netflix boleh nga kasih 1bulan gertis mobtomn bplisss?!!!,3,negatif
Buat nonton jjba stone ocean :),5,positif
The best,5,positif
Aplikasi sampah perhatiin dulu dong kalo ada film yg membawa unsur agama!,1,negatif
Terlalu ribet daftarnya,1,negatif
Aplikasinya bagus,5,positif
Ok,5,positif
Wau sekali,5,positif
Bagus,5,positif
Boke indonesia,5,positif
"Knp langganan gak bs dg telkomsel lagi , terus mhn maaf daftar nya susah ( bingung )😄🙏",5,positif
Harus premium mulu daftarnya,1,negatif
Kenapa gak bisa bayar pake dompet digital tott!!,2,negatif
Hehe,1,negatif
Aplikasi ini sampah,1,negatif
Mantep dari bawaan hp,4,positif
Demi Naruto,5,positif
"Maaf yaa ribet amat masuk netflix ne,,,jadix aku uninstall ajha",1,negatif
Coba dulu deh,4,positif
masuk nya selalu gk bisa padahal udh masukin alamat email yang benar😑,1,negatif
Bagus sekali dan sangatlah bermanfaat,5,positif
Udh 2kli download g bisa²,3,negatif
Sampah emas👍👍,5,positif
gj anjir,1,negatif
Wow,5,positif
Forced closed setiap dibuka. Pdhal udah langganan. Gmana neh?,1,negatif
Sangan rekomendasi,5,positif
bagus sekali,5,positif
Mengecewakan,1,negatif
ko susah login akun ya? padahal sandi nya uda bener😔😔,3,negatif
Saya daftar tapi tdk bisa masuk sudah berulang kali tetapi aja tdk BISA,1,negatif
Kaum msiqueen bisa apa :'(,1,negatif
Seepp..,5,positif
very good,5,positif
Bagus nonton film bayarnya murah,5,positif
Tidak ramah kantonh,1,negatif
Lumayan neng Lumayan neng,1,negatif
"Mainnya kurang jauh nih netflix. Filmnya yang di pengenin ga ada semua dari filmnya jason statham, sylvester stallone, dll banyak sekali yang ga ada. Termasuk film² dari jason statham hanya beberapa film, sangat kecewa sekali saya dengan netflix nonton dengan uang bayar tapi tidak komplit sangat tidak komplit. Lebih nonton di link² yang lain film² bioskop lebih jauh komplitnya walaupun sedikit buffering. Sangat kecewa sekali saya intinya dengan NETFLIX, SIA² LANGGANAN PERTAMA KALI 200 RIBU.",1,negatif
aplikasi streaming TERBAIK ✨,5,positif
good film,5,positif
Gak bagus,1,negatif
Gimana nih kok buat masuk apknya gak bisa jaringan tidak terjangkau mulu padahal saya pake WIFI lho kalau kaya gini caranya apa gunanya download,1,negatif
Bagus,4,positif
"Bagus, menghibur",5,positif
Mahal Kali pendaftarannya maaf,1,negatif
Pelayanan tak sesuai dengan harga yg di berikan,1,negatif
ok,5,positif
Sangat bagus,5,positif
Aplikasinya jelek banget,1,negatif
Ok,4,positif
Ga bisa buka aplikainya!!!!!!!!!!,1,negatif
mantap,5,positif
Lancar dan sukses,5,positif
mantap,5,positif
Apk asuuu,1,negatif
Platform nonton online yg paling lengkap,5,positif
Best,5,positif
Mantap,5,positif
Good,5,positif
Ok banget..👍,5,positif
Jos,5,positif
Wauuu,5,positif
Aplikasi nya sangat bagus👍👌,5,positif
Ada film baru ni namanya ice cream the movie tonton sekarang enak kali filmnya,5,positif
Ga,5,positif
Awesome.,4,positif
Lakok mbayar,1,negatif
Byk film baru ..jd suka eikehh,5,positif
keren,5,positif
asik,5,positif
"Kenapa gak bisa daftar ya. udah siap buat bayar, tapi gak bisa? kenapa dipersulit",1,negatif
Bayar,1,negatif
asu,1,negatif
Good,5,positif
"saya mencoba daftat tp tidak bisa harus coba nanti.. sudah dari kemaren"" daftar tp tidak bisa.. kenapa ya",1,negatif
Buruk,1,negatif
ok,5,positif
"Maap saya menghapus aplikasi ini, karena film yg telah menghina Tuhan saya",1,negatif
Good,5,positif
👍🏻👍🏻,5,positif
UPGRADE FILM FILM LAMA,5,positif
Tolong hasil downloadnya bisa disave di memory hp dong.. biar bisa ditonton di tv,5,positif
Kalo mau gratis tanpa bayar premium haru insal lewat youtube yang netflix mod,5,positif
Minecraft story mode season 2 kok gak ada kukira lengkap,2,negatif
gagal melanjutkan download ealaupun sudah tersambung dengan wifi kembali. dan selalu gagal download film. tolong diperbaiki,1,negatif
Jadi gampang nonton film,5,positif
Ini aplikasi penipu abis duit di potong bulanan Mala gak bisa di pakai sampai sekarang,1,negatif
"saya tidak pernah beli paket 186 ribu, tapi ternyata tiap bulan selalu terpotong paket yang 65 ribu dan 186 ribu, mohon solusinya bagaimana? kenapa terpotong 2x paket padahal tidak pernah saya langganan",1,negatif
"even though I'm outside the country, I like Indonesian horror films, please make more, they're very scary",5,positif
mantep men.,5,positif
Baru download tapi tidak bisa di buka,1,negatif
Kenapa mesti make duit sih pengen nonton ajah ribet amat lu tau gini langsung ke bioskop ajah anjing lu udeh download masih ajah harus bayar,1,negatif
"woy tolong lah!! gw mo nonton si Ali anj, jadi g bisa!!! ini tuh baru mo login aja ribet bgt!! bisa ga si kalo ga berlangganan gitu?! gw ni kan masih pelajar ye, baru naek kls 2 smp lagi, mana lah ada kartu kredit buat bayar!! tolong dong benerin biar bisa kalo ga berlangganan gitu.",1,negatif
"Netflix knpa dah, ko gua ga bisa puter film nya!! Kata org d saranin pake vpn , knpa hrs gt dah, ribett app ga jelass udh byar² jg",1,negatif
"Mohon kepada Netflix, ini Netflix filmnya lengkap apa tidak sih!!!!???",2,negatif
Kenapa yah terhadi kesalahan terus?,1,negatif
Butut minimal gratis,1,negatif
#BOIKOTUMBRELLA 3,5,positif
Keren banget 😇,5,positif
Sangat mmbantu,5,positif
"Aplikasinya sudah bagus, tapi kalo bisa banyakin filmnya",5,positif
Keren dah,5,positif
Jelek,1,negatif
App bagong,1,negatif
Susah login,2,negatif
"Bye bye layanan tamak.regulasinya sangat tamak.,pantas Disney+ jadi layanan streaming nomor 1...regulasinya tamak dan seakan menekan komsumen emang pantas dipantatin disney",1,negatif
👍,5,positif
Astaghfirullah,1,negatif
Mantap,5,positif
BURUUUK!,1,negatif
"Bintang 2 dulu, udah punya akun, tiap mau nonton dia muter untuk play nya lama banget ampe ngehang aplikasinya not response.",2,negatif
Tidak ramah,1,negatif
"aplikasi film sangat rekomended untuk di tonton, karena alur cerita yang jelas dan seru",5,positif
Netflix sangat bagus,5,positif
"Parah apknya, potong bayar tagihan cepat giliran masuk, bayaran bulanannya minta diperbarui lagi",1,negatif
"Jelek, ga bisa pakai jaringan telkomsel dan indihome, jadi mau nonton pake apa ?? Sdh bayar, tapi ga bisa di pakai",1,negatif
turunkan lagi biaya adm nya 😊,5,positif
"Saya mau lanjut film jd ga bs trus sebelum expired lanjut pembayaran ga bs, ke PlayStore juga ga bs, tolong info",5,positif
Snga,5,positif
Sudah berlangganan tapi kenapa di tv gak ada subtitle Indonesia/inggris/others ya? Tapi di hp ada. Padahal ini langganan kedua kalinya karna yg pertama oke gak ada masalah,2,negatif
Si siç👎👎👎👎👎👎,1,negatif
Mantap,5,positif
Gaga,5,positif
Menyesal mendonlod harus berbayar tol,1,negatif
Bagus ni apk,5,positif
MANTOL,5,positif
anime kacau,1,negatif
Ngotak dong klo rilis film kami yamg beragama islam juga sakit hati,1,negatif
"Aplikasinya lumayan bagus,,tapi bisa dong ditingkatkan kualitasnya lagi,,,dan bisa nonton video/film gratis tanpa memakai kuota/gratis kuota...",4,positif
Baguss sekali aplikasi ini,5,positif
Nice,5,positif
"Mohon jelaskan kenapa tiba2 paket saya jadi d perbarui 120 rb sedangkan sy tidak pernah untuk d perbarui ... malah d suruh bayar lagi , sebelum y paket sy cuma 65 rb . Dan gara2 paket di perbarui saya bayar langganan tgl 19 desember 2023 ( 65 rb ) eh tgl 30 desember 2023 ada imel paket d perbarui suruh bayar 120 rb ... ko bisa begini ... jd rugi sy langganan 65 rb hilang gak pas sebulan buat nonton y ... PARAH nih netflix .....🤣😂",1,negatif
why can't you register for netflix,1,negatif
Stuck di logo depan gk masuk2,1,negatif
Filmya gak asik n gak komplit Masih lembih komplit cari d web aja,1,negatif
Gak bisa masuk,1,negatif
"Kenapa aplikasi ini tidak bisa menggunakan email yang ada, saya sudah mencoba semua email saya tapi katanya ""Tidak bisa menemukan nama email"" atau ""email tidak valid"" padahal saya sudah mencoba semua email tapi tetap tidak bisa. Sangat tidak bagus!!",2,negatif
Aplikasi aneh gw dah masukin sandi di salahin gajelas udah masuk lewat imail ga bisa ngaco gimana sih,1,negatif
susah mau masuk,1,negatif
"Cara daftar akunnya ribet banget, udah tombol masuk anggotanya ga respon",1,negatif
Pokoknya dari semua platform nonton paling oke filmnya netflix tapi biaya langganan murahin dong min,5,positif
"Ko hapus tuh series nya tol,ko sama aja menghina Allah gitu,klo ga senang sini maen sama gua",1,negatif
terbaik dalam informasi perfileman,5,positif
"Permisi, netflix emang ga bisa pakai Tsel/Indihome ya.",5,positif
Oke bgt,5,positif
"""Maaf Tidak Terjangkau Untuk Layanan Netflix"" ini apaan dah gajelas appnya",1,negatif
"Ga rekomendasi banget..tidak ada gratis pengguna baru, semua serba bayar..auto uninstal",1,negatif
"kenapa ya videonya ga bisa diplay, kondisinya loading terus. Sinyal wifi bagus speed 50mbps, clear data sudah, clear cache sudah, re install sudah, tapi tetep ga bisa play videonya",1,negatif
Terus kan kembang kan,5,positif
Ko aneh katanya coba berlangganan geratis selama 30 hari tapi ko bayar pake kartu kredit / debit ? Aneh banget,1,negatif
Filmnya harus update teroooosss,5,positif
aplikasi gajelas tolol,1,negatif
Pembayaran berhasil tp nonton filmnya gak bisa mengecewakan 😭 Kembalikan uang saya atau perbaiki sistemnya 😭😭😭,1,negatif
"Pdhl sinyal wifi bagus tpi klo download sangat lambat, pakai app lain lancar aja 😌",1,negatif
PLIIISSSS Tambahan drama The Penthouse dong Plisss Percuma bayar kalo drama nya ga lengkap Plisss Tambahin Penthouse season 2 Daripada nonton di tele kan Mending di Netflix,5,positif
"percuma gak sih lu beli premium , nonton film/anime lagi seru ny tapi gak jelas gak sampe full epsd ny ada.. sekalipun lu tunggu stngh taun juga tuh film/anime ny gak bakalan updt lagi epsd ny. netplix mh emg kek gtu kali ya..",3,negatif
"Gak suka banget deh sama aplikasi ini, masa suruh bayar dulu, aplikasi lain klo mau nonton aja gak pakai bayar, dengan paket internet pun sudah bisa nonton, lah ini di suruh bayar. mana bisa maju aplikasi ini . 😭 kecewa deh",1,negatif
